name,species,lon,lat,year,base,presvals
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.083333,-46.233333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-46.2,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.65,-46.2,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-46.2,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-46.2,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-46.2,2004,gbif,-0.40003716945648193
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.133333,-46.2,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.083333,-46.2,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.7,-46.183333,2004,gbif,-0.40003716945648193
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-46.183333,2004,gbif,-0.40003716945648193
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-46.183333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-46.183333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-46.183333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-46.183333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-46.183333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.166667,-46.183333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-46.15,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-46.15,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-46.15,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.983333,-46.15,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-46.15,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-46.15,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.133333,-46.15,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.616667,-46.116667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.7,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.883333,-46.116667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.866667,-46.116667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.066667,-46.116667,2004,gbif,-0.40003716945648193
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.616667,-46.033333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.383333,-46.033333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.583333,-45.983333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.733333,-45.983333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.983333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.983333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.65,-45.983333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.983333,-45.983333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.483333,-45.983333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.916667,-45.983333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.95,-45.983333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.916667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.916667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.95,-45.916667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.483333,-45.9,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.85,-45.9,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-67.2,-45.9,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-67.2,-45.85,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.45,-45.85,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.383333,-45.85,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.833333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.833333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.833333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.85,-45.833333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.483333,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.583333,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.45,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.733333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.566667,-45.733333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.733333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.4,-45.733333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.85,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.733333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.816667,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.616667,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.733333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.7,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.45,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.65,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.616667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.566667,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.816667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.85,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.883333,-45.716667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.716667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.716667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.483333,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.65,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-45.7,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.4,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.816667,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.7,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.7,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.7,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.616667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.45,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.65,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.733333,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.816667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.683333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.683333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.45,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-45.666667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.4,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.566667,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.666667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.666667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.6,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.6,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.733333,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.6,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.8,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.983333,-45.6,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-45.533333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.916667,-45.533333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.533333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.533333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-45.5,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.666667,-45.5,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.5,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.616667,-45.5,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.5,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.5,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.466667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.4,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.15,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.883333,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.416667,-45.466667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-64.833333,-45.466667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.466667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.566667,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.05,-45.466667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.466667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.65,-45.466667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.983333,-45.416667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.416667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.416667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.016667,-45.416667,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.866667,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.4,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.216667,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.233333,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.25,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.383333,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.916667,-45.416667,2004,gbif,-0.47514909505844116
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.716667,-45.416667,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.966667,-45.383333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.8,-45.383333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.916667,-45.383333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-65.883333,-45.383333,2004,gbif,-0.6253730058670044
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.116667,-45.383333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.85,-45.383333,2004,gbif,-0.5502610206604004
"Pleoticus muelleri (Spence Bate, 1888)",Pleoticus muelleri,-66.7,-45.383333,2004,gbif,-0.47514909505844116
